surface,item_type,id,title,original_source_meaning,base_meaning_rewrite,observable_experience,shadow_pattern,best_move,business_lens,voice_notes,source_file
Knowledge,transits,sun-square-neptune,Sun Square Neptune,tldr: the Sun square Neptune. shadow: Egotism and needing to be the center collides with illusion and escapism; forcing or splitting it instead of working it through. voiceNeutral: true,"Attention, vitality, visibility, and confidence meets imagination, longing, vision, sensitivity, and uncertainty through a friction pattern. Two themes create pressure that asks for a cleaner adjustment.","Attention, vitality, visibility, and confidence and imagination, longing, vision, sensitivity, and uncertainty may meet through friction, making the pattern more noticeable in ordinary choices.",Forcing a decision just to end the discomfort.,Choose the one place your attention matters most.,"Use this as a friction signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/sun-square-neptune.json
Knowledge,transits,sun-square-pluto,Sun Square Pluto,tldr: the Sun square Pluto. shadow: Egotism and needing to be the center collides with control and obsession; forcing or splitting it instead of working it through. voiceNeutral: true,"Attention, vitality, visibility, and confidence meets depth, power, pressure, release, and transformation through a friction pattern. Two themes create pressure that asks for a cleaner adjustment.","Attention, vitality, visibility, and confidence and depth, power, pressure, release, and transformation may meet through friction, making the pattern more noticeable in ordinary choices.",Forcing a decision just to end the discomfort.,Choose the one place your attention matters most.,"Use this as a friction signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/sun-square-pluto.json
Knowledge,transits,sun-square-saturn,Sun Square Saturn,tldr: the Sun square Saturn. shadow: Egotism and needing to be the center collides with fear and rigidity; forcing or splitting it instead of working it through. voiceNeutral: true,"Attention, vitality, visibility, and confidence meets structure, limits, responsibility, time, and consequence through a friction pattern. Two themes create pressure that asks for a cleaner adjustment.",Scattered effort may become easier to focus into a real responsibility or next step.,Forcing a decision just to end the discomfort.,Choose the one place your attention matters most.,"Use this as a friction signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/sun-square-saturn.json
Knowledge,transits,sun-square-uranus,Sun Square Uranus,tldr: the Sun square Uranus. shadow: Egotism and needing to be the center collides with instability for its own sake; forcing or splitting it instead of working it through. voiceNeutral: true,"Attention, vitality, visibility, and confidence meets change, disruption, freedom, and originality through a friction pattern. Two themes create pressure that asks for a cleaner adjustment.","Attention, vitality, visibility, and confidence and change, disruption, freedom, and originality may meet through friction, making the pattern more noticeable in ordinary choices.",Forcing a decision just to end the discomfort.,Choose the one place your attention matters most.,"Use this as a friction signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/sun-square-uranus.json
Knowledge,transits,sun-trine-jupiter,Sun Trine Jupiter,"tldr: the Sun trine Jupiter. shadow: The ease lets egotism and needing to be the center and excess and overreach go unchecked, or the opening pass unused. voiceNeutral: true","Attention, vitality, visibility, and confidence meets growth, belief, opportunity, and expansion through a flow pattern. Two themes move with unusual ease and can reinforce each other.","Attention, vitality, visibility, and confidence and growth, belief, opportunity, and expansion may meet through flow, making the pattern more noticeable in ordinary choices.",Letting the ease pass unused because nothing feels urgent.,Use the opening while it is simple.,"Use this as a flow signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/sun-trine-jupiter.json
Knowledge,transits,sun-trine-mars,Sun Trine Mars,"tldr: the Sun trine Mars. shadow: The ease lets egotism and needing to be the center and anger and recklessness go unchecked, or the opening pass unused. voiceNeutral: true","Attention, vitality, visibility, and confidence meets action, heat, courage, friction, and desire through a flow pattern. Two themes move with unusual ease and can reinforce each other.","Attention, vitality, visibility, and confidence and action, heat, courage, friction, and desire may meet through flow, making the pattern more noticeable in ordinary choices.",Letting the ease pass unused because nothing feels urgent.,Use the opening while it is simple.,"Use this as a flow signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/sun-trine-mars.json
Knowledge,transits,sun-trine-moon,Sun Trine Moon,"tldr: Sun trine the Moon. shadow: The ease lets moodiness and over-need and egotism and needing to be the center go unchecked, or the opening pass unused. voiceNeutral: true","Attention, vitality, visibility, and confidence meets emotion, instinct, needs, and daily rhythm through a flow pattern. Two themes move with unusual ease and can reinforce each other.","Attention, vitality, visibility, and confidence and emotion, instinct, needs, and daily rhythm may meet through flow, making the pattern more noticeable in ordinary choices.",Letting the ease pass unused because nothing feels urgent.,Use the opening while it is simple.,"Use this as a flow signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/sun-trine-moon.json
Knowledge,transits,sun-trine-neptune,Sun Trine Neptune,"tldr: the Sun trine Neptune. shadow: The ease lets egotism and needing to be the center and illusion and escapism go unchecked, or the opening pass unused. voiceNeutral: true","Attention, vitality, visibility, and confidence meets imagination, longing, vision, sensitivity, and uncertainty through a flow pattern. Two themes move with unusual ease and can reinforce each other.","Attention, vitality, visibility, and confidence and imagination, longing, vision, sensitivity, and uncertainty may meet through flow, making the pattern more noticeable in ordinary choices.",Letting the ease pass unused because nothing feels urgent.,Use the opening while it is simple.,"Use this as a flow signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/sun-trine-neptune.json
Knowledge,transits,sun-trine-pluto,Sun Trine Pluto,"tldr: the Sun trine Pluto. shadow: The ease lets egotism and needing to be the center and control and obsession go unchecked, or the opening pass unused. voiceNeutral: true","Attention, vitality, visibility, and confidence meets depth, power, pressure, release, and transformation through a flow pattern. Two themes move with unusual ease and can reinforce each other.","Attention, vitality, visibility, and confidence and depth, power, pressure, release, and transformation may meet through flow, making the pattern more noticeable in ordinary choices.",Letting the ease pass unused because nothing feels urgent.,Use the opening while it is simple.,"Use this as a flow signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/sun-trine-pluto.json
Knowledge,transits,sun-trine-saturn,Sun Trine Saturn,"tldr: the Sun trine Saturn. shadow: The ease lets egotism and needing to be the center and fear and rigidity go unchecked, or the opening pass unused. voiceNeutral: true","Attention, vitality, visibility, and confidence meets structure, limits, responsibility, time, and consequence through a flow pattern. Two themes move with unusual ease and can reinforce each other.",Scattered effort may become easier to focus into a real responsibility or next step.,Letting the ease pass unused because nothing feels urgent.,Use the opening while it is simple.,"Use this as a flow signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/sun-trine-saturn.json
Knowledge,transits,sun-trine-uranus,Sun Trine Uranus,"tldr: the Sun trine Uranus. shadow: The ease lets egotism and needing to be the center and instability for its own sake go unchecked, or the opening pass unused. voiceNeutral: true","Attention, vitality, visibility, and confidence meets change, disruption, freedom, and originality through a flow pattern. Two themes move with unusual ease and can reinforce each other.","Attention, vitality, visibility, and confidence and change, disruption, freedom, and originality may meet through flow, making the pattern more noticeable in ordinary choices.",Letting the ease pass unused because nothing feels urgent.,Use the opening while it is simple.,"Use this as a flow signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/sun-trine-uranus.json
Knowledge,transits,uranus-conjunction-neptune,Uranus Conjunction Neptune,"tldr: Uranus conjunction Neptune. cyclic.meaning: A new cycle of disruption and imagination is sown: instinctive, full of potential, not yet conscious of itself. shadow: Instability for its own sake fused with illusion and escapism, with no distance to tell them apart. voiceNeutral: true","Change, disruption, freedom, and originality meets imagination, longing, vision, sensitivity, and uncertainty through a fusion pattern. Two themes become concentrated and harder to separate.","Change, disruption, freedom, and originality and imagination, longing, vision, sensitivity, and uncertainty may meet through fusion, making the pattern more noticeable in ordinary choices.",Acting from the intensity before identifying the separate parts.,Pause before treating disruption as direction.,"Use this as a fusion signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/uranus-conjunction-neptune.json
Knowledge,transits,uranus-conjunction-pluto,Uranus Conjunction Pluto,"tldr: Uranus conjunction Pluto. cyclic.meaning: A new cycle of disruption and power is sown: instinctive, full of potential, not yet conscious of itself. shadow: Instability for its own sake fused with control and obsession, with no distance to tell them apart. voiceNeutral: true","Change, disruption, freedom, and originality meets depth, power, pressure, release, and transformation through a fusion pattern. Two themes become concentrated and harder to separate.","Change, disruption, freedom, and originality and depth, power, pressure, release, and transformation may meet through fusion, making the pattern more noticeable in ordinary choices.",Acting from the intensity before identifying the separate parts.,Pause before treating disruption as direction.,"Use this as a fusion signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/uranus-conjunction-pluto.json
Knowledge,transits,uranus-opposition-neptune,Uranus Opposition Neptune,"tldr: Uranus opposition Neptune. cyclic.meaning: Disruption and imagination reach full awareness and face each other: culmination, objectivity, fulfillment or confrontation. shadow: Instability for its own sake collides with illusion and escapism; forcing or splitting it instead of working it through. voiceNeutral: true","Change, disruption, freedom, and originality meets imagination, longing, vision, sensitivity, and uncertainty through a polarity pattern. Two themes face each other and ask for awareness rather than a quick split.","Change, disruption, freedom, and originality and imagination, longing, vision, sensitivity, and uncertainty may meet through polarity, making the pattern more noticeable in ordinary choices.",Turning tension into a standoff instead of a clearer understanding.,Pause before treating disruption as direction.,"Use this as a polarity signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/uranus-opposition-neptune.json
Knowledge,transits,uranus-opposition-pluto,Uranus Opposition Pluto,"tldr: Uranus opposition Pluto. cyclic.meaning: Disruption and power reach full awareness and face each other: culmination, objectivity, fulfillment or confrontation. shadow: Instability for its own sake collides with control and obsession; forcing or splitting it instead of working it through. voiceNeutral: true","Change, disruption, freedom, and originality meets depth, power, pressure, release, and transformation through a polarity pattern. Two themes face each other and ask for awareness rather than a quick split.","Change, disruption, freedom, and originality and depth, power, pressure, release, and transformation may meet through polarity, making the pattern more noticeable in ordinary choices.",Turning tension into a standoff instead of a clearer understanding.,Pause before treating disruption as direction.,"Use this as a polarity signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/uranus-opposition-pluto.json
Knowledge,transits,uranus-sextile-neptune,Uranus Sextile Neptune,"tldr: Uranus sextile Neptune. shadow: The ease lets instability for its own sake and illusion and escapism go unchecked, or the opening pass unused. voiceNeutral: true","Change, disruption, freedom, and originality meets imagination, longing, vision, sensitivity, and uncertainty through a opening pattern. A supportive opening becomes available, but it has to be actively used.","Change, disruption, freedom, and originality and imagination, longing, vision, sensitivity, and uncertainty may meet through opening, making the pattern more noticeable in ordinary choices.",Coasting on the good idea without turning it into anything concrete.,Choose one next step and give the opening a container.,"Use this as a opening signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/uranus-sextile-neptune.json
Knowledge,transits,uranus-sextile-pluto,Uranus Sextile Pluto,"tldr: Uranus sextile Pluto. shadow: The ease lets instability for its own sake and control and obsession go unchecked, or the opening pass unused. voiceNeutral: true","Change, disruption, freedom, and originality meets depth, power, pressure, release, and transformation through a opening pattern. A supportive opening becomes available, but it has to be actively used.","Change, disruption, freedom, and originality and depth, power, pressure, release, and transformation may meet through opening, making the pattern more noticeable in ordinary choices.",Coasting on the good idea without turning it into anything concrete.,Choose one next step and give the opening a container.,"Use this as a opening signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/uranus-sextile-pluto.json
Knowledge,transits,uranus-square-neptune,Uranus Square Neptune,tldr: Uranus square Neptune. shadow: Instability for its own sake collides with illusion and escapism; forcing or splitting it instead of working it through. voiceNeutral: true,"Change, disruption, freedom, and originality meets imagination, longing, vision, sensitivity, and uncertainty through a friction pattern. Two themes create pressure that asks for a cleaner adjustment.","Change, disruption, freedom, and originality and imagination, longing, vision, sensitivity, and uncertainty may meet through friction, making the pattern more noticeable in ordinary choices.",Forcing a decision just to end the discomfort.,Pause before treating disruption as direction.,"Use this as a friction signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/uranus-square-neptune.json
Knowledge,transits,uranus-square-pluto,Uranus Square Pluto,tldr: Uranus square Pluto. shadow: Instability for its own sake collides with control and obsession; forcing or splitting it instead of working it through. voiceNeutral: true,"Change, disruption, freedom, and originality meets depth, power, pressure, release, and transformation through a friction pattern. Two themes create pressure that asks for a cleaner adjustment.","Change, disruption, freedom, and originality and depth, power, pressure, release, and transformation may meet through friction, making the pattern more noticeable in ordinary choices.",Forcing a decision just to end the discomfort.,Pause before treating disruption as direction.,"Use this as a friction signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/uranus-square-pluto.json
Knowledge,transits,uranus-trine-neptune,Uranus Trine Neptune,"tldr: Uranus trine Neptune. shadow: The ease lets instability for its own sake and illusion and escapism go unchecked, or the opening pass unused. voiceNeutral: true","Change, disruption, freedom, and originality meets imagination, longing, vision, sensitivity, and uncertainty through a flow pattern. Two themes move with unusual ease and can reinforce each other.","Change, disruption, freedom, and originality and imagination, longing, vision, sensitivity, and uncertainty may meet through flow, making the pattern more noticeable in ordinary choices.",Letting the ease pass unused because nothing feels urgent.,Use the opening while it is simple.,"Use this as a flow signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/uranus-trine-neptune.json
Knowledge,transits,uranus-trine-pluto,Uranus Trine Pluto,"tldr: Uranus trine Pluto. shadow: The ease lets instability for its own sake and control and obsession go unchecked, or the opening pass unused. voiceNeutral: true","Change, disruption, freedom, and originality meets depth, power, pressure, release, and transformation through a flow pattern. Two themes move with unusual ease and can reinforce each other.","Change, disruption, freedom, and originality and depth, power, pressure, release, and transformation may meet through flow, making the pattern more noticeable in ordinary choices.",Letting the ease pass unused because nothing feels urgent.,Use the opening while it is simple.,"Use this as a flow signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/uranus-trine-pluto.json
Knowledge,transits,venus-conjunction-jupiter,Venus Conjunction Jupiter,"tldr: Venus conjunction Jupiter. cyclic.meaning: A new cycle of connection and growth is sown: instinctive, full of potential, not yet conscious of itself. shadow: Indulgence and vanity fused with excess and overreach, with no distance to tell them apart. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets growth, belief, opportunity, and expansion through a fusion pattern. Two themes become concentrated and harder to separate.","Connection, generosity, and pleasure may grow more easily when they are actively welcomed.",Acting from the intensity before identifying the separate parts.,Name what would actually feel supportive.,"Use this as a fusion signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-conjunction-jupiter.json
Knowledge,transits,venus-conjunction-mars,Venus Conjunction Mars,"tldr: Venus conjunction Mars. cyclic.meaning: A new cycle of connection and drive is sown: instinctive, full of potential, not yet conscious of itself. shadow: Indulgence and vanity fused with anger and recklessness, with no distance to tell them apart. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets action, heat, courage, friction, and desire through a fusion pattern. Two themes become concentrated and harder to separate.","Connection, value, pleasure, attraction, and ease and action, heat, courage, friction, and desire may meet through fusion, making the pattern more noticeable in ordinary choices.",Acting from the intensity before identifying the separate parts.,Name what would actually feel supportive.,"Use this as a fusion signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-conjunction-mars.json
Knowledge,transits,venus-conjunction-neptune,Venus Conjunction Neptune,"tldr: Venus conjunction Neptune. cyclic.meaning: A new cycle of connection and imagination is sown: instinctive, full of potential, not yet conscious of itself. shadow: Indulgence and vanity fused with illusion and escapism, with no distance to tell them apart. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets imagination, longing, vision, sensitivity, and uncertainty through a fusion pattern. Two themes become concentrated and harder to separate.","Connection, value, pleasure, attraction, and ease and imagination, longing, vision, sensitivity, and uncertainty may meet through fusion, making the pattern more noticeable in ordinary choices.",Acting from the intensity before identifying the separate parts.,Name what would actually feel supportive.,"Use this as a fusion signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-conjunction-neptune.json
Knowledge,transits,venus-conjunction-pluto,Venus Conjunction Pluto,"tldr: Venus conjunction Pluto. cyclic.meaning: A new cycle of connection and power is sown: instinctive, full of potential, not yet conscious of itself. shadow: Indulgence and vanity fused with control and obsession, with no distance to tell them apart. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets depth, power, pressure, release, and transformation through a fusion pattern. Two themes become concentrated and harder to separate.","Connection, value, pleasure, attraction, and ease and depth, power, pressure, release, and transformation may meet through fusion, making the pattern more noticeable in ordinary choices.",Acting from the intensity before identifying the separate parts.,Name what would actually feel supportive.,"Use this as a fusion signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-conjunction-pluto.json
Knowledge,transits,venus-conjunction-saturn,Venus Conjunction Saturn,"tldr: Venus conjunction Saturn. cyclic.meaning: A new cycle of connection and limit is sown: instinctive, full of potential, not yet conscious of itself. shadow: Indulgence and vanity fused with fear and rigidity, with no distance to tell them apart. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets structure, limits, responsibility, time, and consequence through a fusion pattern. Two themes become concentrated and harder to separate.","Connection, value, pleasure, attraction, and ease and structure, limits, responsibility, time, and consequence may meet through fusion, making the pattern more noticeable in ordinary choices.",Acting from the intensity before identifying the separate parts.,Name what would actually feel supportive.,"Use this as a fusion signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-conjunction-saturn.json
Knowledge,transits,venus-conjunction-uranus,Venus Conjunction Uranus,"tldr: Venus conjunction Uranus. cyclic.meaning: A new cycle of connection and disruption is sown: instinctive, full of potential, not yet conscious of itself. shadow: Indulgence and vanity fused with instability for its own sake, with no distance to tell them apart. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets change, disruption, freedom, and originality through a fusion pattern. Two themes become concentrated and harder to separate.","Connection, value, pleasure, attraction, and ease and change, disruption, freedom, and originality may meet through fusion, making the pattern more noticeable in ordinary choices.",Acting from the intensity before identifying the separate parts.,Name what would actually feel supportive.,"Use this as a fusion signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-conjunction-uranus.json
Knowledge,transits,venus-opposition-jupiter,Venus Opposition Jupiter,"tldr: Venus opposition Jupiter. cyclic.meaning: Connection and growth reach full awareness and face each other: culmination, objectivity, fulfillment or confrontation. shadow: Indulgence and vanity collides with excess and overreach; forcing or splitting it instead of working it through. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets growth, belief, opportunity, and expansion through a polarity pattern. Two themes face each other and ask for awareness rather than a quick split.","Connection, generosity, and pleasure may grow more easily when they are actively welcomed.",Turning tension into a standoff instead of a clearer understanding.,Name what would actually feel supportive.,"Use this as a polarity signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-opposition-jupiter.json
Knowledge,transits,venus-opposition-mars,Venus Opposition Mars,"tldr: Venus opposition Mars. cyclic.meaning: Connection and drive reach full awareness and face each other: culmination, objectivity, fulfillment or confrontation. shadow: Indulgence and vanity collides with anger and recklessness; forcing or splitting it instead of working it through. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets action, heat, courage, friction, and desire through a polarity pattern. Two themes face each other and ask for awareness rather than a quick split.","Connection, value, pleasure, attraction, and ease and action, heat, courage, friction, and desire may meet through polarity, making the pattern more noticeable in ordinary choices.",Turning tension into a standoff instead of a clearer understanding.,Name what would actually feel supportive.,"Use this as a polarity signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-opposition-mars.json
Knowledge,transits,venus-opposition-neptune,Venus Opposition Neptune,"tldr: Venus opposition Neptune. cyclic.meaning: Connection and imagination reach full awareness and face each other: culmination, objectivity, fulfillment or confrontation. shadow: Indulgence and vanity collides with illusion and escapism; forcing or splitting it instead of working it through. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets imagination, longing, vision, sensitivity, and uncertainty through a polarity pattern. Two themes face each other and ask for awareness rather than a quick split.","Connection, value, pleasure, attraction, and ease and imagination, longing, vision, sensitivity, and uncertainty may meet through polarity, making the pattern more noticeable in ordinary choices.",Turning tension into a standoff instead of a clearer understanding.,Name what would actually feel supportive.,"Use this as a polarity signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-opposition-neptune.json
Knowledge,transits,venus-opposition-pluto,Venus Opposition Pluto,"tldr: Venus opposition Pluto. cyclic.meaning: Connection and power reach full awareness and face each other: culmination, objectivity, fulfillment or confrontation. shadow: Indulgence and vanity collides with control and obsession; forcing or splitting it instead of working it through. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets depth, power, pressure, release, and transformation through a polarity pattern. Two themes face each other and ask for awareness rather than a quick split.","Connection, value, pleasure, attraction, and ease and depth, power, pressure, release, and transformation may meet through polarity, making the pattern more noticeable in ordinary choices.",Turning tension into a standoff instead of a clearer understanding.,Name what would actually feel supportive.,"Use this as a polarity signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-opposition-pluto.json
Knowledge,transits,venus-opposition-saturn,Venus Opposition Saturn,"tldr: Venus opposition Saturn. cyclic.meaning: Connection and limit reach full awareness and face each other: culmination, objectivity, fulfillment or confrontation. shadow: Indulgence and vanity collides with fear and rigidity; forcing or splitting it instead of working it through. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets structure, limits, responsibility, time, and consequence through a polarity pattern. Two themes face each other and ask for awareness rather than a quick split.","Connection, value, pleasure, attraction, and ease and structure, limits, responsibility, time, and consequence may meet through polarity, making the pattern more noticeable in ordinary choices.",Turning tension into a standoff instead of a clearer understanding.,Name what would actually feel supportive.,"Use this as a polarity signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-opposition-saturn.json
Knowledge,transits,venus-opposition-uranus,Venus Opposition Uranus,"tldr: Venus opposition Uranus. cyclic.meaning: Connection and disruption reach full awareness and face each other: culmination, objectivity, fulfillment or confrontation. shadow: Indulgence and vanity collides with instability for its own sake; forcing or splitting it instead of working it through. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets change, disruption, freedom, and originality through a polarity pattern. Two themes face each other and ask for awareness rather than a quick split.","Connection, value, pleasure, attraction, and ease and change, disruption, freedom, and originality may meet through polarity, making the pattern more noticeable in ordinary choices.",Turning tension into a standoff instead of a clearer understanding.,Name what would actually feel supportive.,"Use this as a polarity signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-opposition-uranus.json
Knowledge,transits,venus-sextile-jupiter,Venus Sextile Jupiter,"tldr: Venus sextile Jupiter. shadow: The ease lets indulgence and vanity and excess and overreach go unchecked, or the opening pass unused. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets growth, belief, opportunity, and expansion through a opening pattern. A supportive opening becomes available, but it has to be actively used.","Connection, generosity, and pleasure may grow more easily when they are actively welcomed.",Coasting on the good idea without turning it into anything concrete.,Choose one next step and give the opening a container.,"Use this as a opening signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-sextile-jupiter.json
Knowledge,transits,venus-sextile-mars,Venus Sextile Mars,"tldr: Venus sextile Mars. shadow: The ease lets indulgence and vanity and anger and recklessness go unchecked, or the opening pass unused. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets action, heat, courage, friction, and desire through a opening pattern. A supportive opening becomes available, but it has to be actively used.","Connection, value, pleasure, attraction, and ease and action, heat, courage, friction, and desire may meet through opening, making the pattern more noticeable in ordinary choices.",Coasting on the good idea without turning it into anything concrete.,Choose one next step and give the opening a container.,"Use this as a opening signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-sextile-mars.json
Knowledge,transits,venus-sextile-neptune,Venus Sextile Neptune,"tldr: Venus sextile Neptune. shadow: The ease lets indulgence and vanity and illusion and escapism go unchecked, or the opening pass unused. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets imagination, longing, vision, sensitivity, and uncertainty through a opening pattern. A supportive opening becomes available, but it has to be actively used.","Connection, value, pleasure, attraction, and ease and imagination, longing, vision, sensitivity, and uncertainty may meet through opening, making the pattern more noticeable in ordinary choices.",Coasting on the good idea without turning it into anything concrete.,Choose one next step and give the opening a container.,"Use this as a opening signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-sextile-neptune.json
Knowledge,transits,venus-sextile-pluto,Venus Sextile Pluto,"tldr: Venus sextile Pluto. shadow: The ease lets indulgence and vanity and control and obsession go unchecked, or the opening pass unused. voiceNeutral: true","Connection, value, pleasure, attraction, and ease meets depth, power, pressure, release, and transformation through a opening pattern. A supportive opening becomes available, but it has to be actively used.","Connection, value, pleasure, attraction, and ease and depth, power, pressure, release, and transformation may meet through opening, making the pattern more noticeable in ordinary choices.",Coasting on the good idea without turning it into anything concrete.,Choose one next step and give the opening a container.,"Use this as a opening signal: turn the insight into one concrete decision, note, test, or follow-up rather than keeping it abstract.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/transits/venus-sextile-pluto.json
